Facility Id,State,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting_Year,2021 Total reported direct emissions,2020 Total reported direct emissions
1013701,TX,211130.0,"C,PP,RR (RPT),W-PROC","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",44170.546,43895.8,259.25,15.496,,,,,,,,,,27874.396,,,,,,,,,,,,,,,,,,,16296.15,,,,,,,,,,,,,,,,,,N,N,N,2023,26054.986,31276.214
1012037,WY,213112.0,"C,W-PROC",Petroleum and Natural Gas Systems,61389.032,58078.3,3278.25,32.482,,,,,,,,,,55537.34,,,,,,,,,,,,,,,,,,,5851.692,,,,,,,,,,,,,,,,,,N,N,N,2023,59458.73,72243.536
1010475,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,38738.508,38053.6,663.75,21.158,,,,,,,,,,36776.912,,,,,,,,,,,,,,,,,,,1961.596,,,,,,,,,,,,,,,,,,N,N,N,2023,34980.124,32709.48
1003129,TX,211130.0,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",39758.102,39504.3,231.75,22.052,,,,,,,,,,38867.104,,,,,,,,,,,,,,,,,,,890.998,,,,,,,,,,,,,,,,,,N,N,N,2023,39876.8,36973.562
1005887,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,48988.056,46801.0,2180.5,6.556,,,,,,,,,,11753.756,,,,,,,,,,,,,,,,,,,37234.3,,,,,,,,,,,,,,,,,,N,N,N,2023,49188.956,43989.846
1007496,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,42329.308,37589.4,4718.75,21.158,,,,,,,,,,37601.908,,,,,,,,,,,,,,,,,,,4727.4,,,,,,,,,,,,,,,,,,N,N,N,2023,43872.89,41699.848
1004377,TX,562212.0,HH,Waste,288301.75,0.0,288301.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288301.75,,,,N,N,N,2023,314493.75,504064.0
1010040,KY,212115.0,FF,Other,122326.75,0.0,122326.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122326.75,,,,,,N,N,N,2023,112348.75,144097.5
1001155,IN,325199.0,C,Chemicals,64807.356,64740.5,30.5,36.356,,,,,,,,,,64807.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,64820.056,65868.284
1000112,NY,221112.0,"C,D",Power Plants,31916.132,31883.8,14.75,17.582,,,,,,,,,,79.0,31837.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,46081.78,60819.7
1003742,IL,562212.0,"C,HH",Waste,29263.95,248.7,29015.25,0.0,,,,,,,,,,248.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29015.25,,,,N,N,N,2023,7750.748,100500.948
1003188,TX,326113.0,"C,N",Minerals,22883.364,22859.8,10.75,12.814,,,,,,,,,,22833.164,,,,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,28243.244,29359.64
1005043,MN,541715.0,C,Other,77908.786,77824.5,37.5,46.786,,,,,,,,,,77908.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,82787.508,82308.238
1003739,AL,326113.0,"C,N",Minerals,30098.14,30068.0,13.75,16.39,,,,,,,,,,29071.94,,,,,,,,,1026.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,31129.936,27083.0
1007698,WI,212313.0,C,Other,35940.864,35903.6,17.0,20.264,,,,,,,,,,35940.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,41219.744,46909.124
1006665,IL,325998.0,"C,L,OO","Chemicals,Industrial Gas Suppliers",637396.821,35019.1,17.0,21.158,9037.003,540117.949,,,45267.44,4595.481,1.69,3320.0,,35057.258,,,,,,,,602339.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,687525.6494,656992.8434
1004836,MN,325998.0,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals",20824.978,18687.4,8.75,10.728,370.0,,,,700.0,8.1,,1040.0,,18266.178,,,,,,,,2118.1,440.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,63760.311227,48361.760885
1004206,AL,325211.0,"C,L,OO","Chemicals,Industrial Gas Suppliers",37564.427924,36527.7,17.25,21.158,37.0,,,,,,1.319924,960.0,,36566.108,,,,,,,,998.319924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,45773.58156,44016.264024
1003408,AR,327999.0,C,Minerals,32128.98,32096.1,15.0,17.88,,,,,,,,,,32128.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,32655.028,33733.426
1004914,MN,326199.0,C,Other,53952.548,53897.2,25.25,30.098,,,,,,,,,,53952.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,36926.26,39808.0
1004804,MO,326113.0,C,Other,31394.032,31361.7,14.75,17.582,,,,,,,,,,31394.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,34006.772,31562.832
1013282,NC,327999.0,C,Minerals,27050.748,27022.8,12.75,15.198,,,,,,,,,,27050.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,29339.24,26496.1
1001106,MI,221112.0,"C,D",Power Plants,39263.556,39224.1,18.0,21.456,,,,,,,,,,101.6,39161.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,38254.66,49160.668
1004680,FL,562212.0,HH,Waste,53834.0,0.0,53834.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53834.0,,,,N,N,N,2023,60334.5,63873.5
1000766,NY,221330.0,C,Power Plants,174671.338,174480.5,84.75,106.088,,,,,,,,,,174671.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,180185.666,149968.982
1007733,TX,221320.0,C,Other,25103.856,25078.1,11.75,14.006,,,,,,,,,,25103.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,0.0,21730.668
1000767,NY,221330.0,C,Power Plants,251175.596,250942.1,106.25,127.246,,,,,,,,,,251175.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,195068.358,174902.712
1001033,IN,221112.0,D,Power Plants,1982200.776,1966474.6,5754.5,9971.676,,,,,,,,,,,1982200.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,3077205.934,2386473.354
1012058,FL,562212.0,HH,Waste,67748.0,0.0,67748.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67748.0,,,,N,N,N,2023,255049.25,210709.75
1013527,MI,221112.0,C,Power Plants,106545.348,106435.2,50.25,59.898,,,,,,,,,,106545.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,119056.152,123398.136
1002983,IL,424210.0,C,Other,53455.748,53400.4,25.25,30.098,,,,,,,,,,53455.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,56477.688,55009.392
1007514,PR,325412.0,C,Chemicals,61699.468,61626.2,31.25,42.018,,,,,,,,,,61699.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,61957.898,64383.468
1004511,AL,324199.0,"C,Q",Metals,159778.754,159635.0,47.5,96.254,,,,,,,,,,146607.342,,,,,,,,,,,,13171.412,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,175860.388,171414.198
1005353,SD,325193.0,C,Other,197928.404,197724.0,93.25,111.154,,,,,,,,,,197928.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,190887.632,196953.308
1006971,MD,928110.0,C,Other,4784.132,4779.2,2.25,2.682,,,,,,,,,,4784.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,98481.41,95765.878
1002627,IA,325193.0,C,Other,151260.98,151104.8,71.25,84.93,,,,,,,,,,151260.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,147591.632,142519.35
1006529,LA,562111.0,HH,Waste,46996.25,0.0,46996.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46996.25,,,,N,N,N,2023,45791.5,45082.5
1004761,WI,325193.0,"C,PP","Other,Suppliers of CO2",80642.396,80559.1,38.0,45.296,,,,,,,,,,80642.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,75318.816,69300.84
1005601,TX,327120.0,C,Minerals,27873.496,27845.0,13.0,15.496,,,,,,,,,,27873.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,24461.508,26692.3
1005046,TX,327420.0,C,Minerals,4746.7103316,4741.81302,2.234175,2.6631366,,,,,,,,,,4746.7103316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,37011.56,39773.0
1002731,MI,221112.0,C,Power Plants,99085.876,98983.4,46.75,55.726,,,,,,,,,,99085.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,104600.056,85831.676
1003752,LA,325998.0,C,Chemicals,292347.774,292341.4,2.5,3.874,,,,,,,,,,292347.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,273324.876,194427.156
1003422,IL,325193.0,C,Other,89423.364,89331.3,42.0,50.064,,,,,,,,,,89423.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,90388.16,86205.076
1002154,MN,311225.0,C,Other,80346.546,80263.5,37.75,45.296,,,,,,,,,,80346.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,128883.532,139900.224
1006208,IA,311221.0,"C,TT","Other,Waste",1945776.984,1929528.9,6106.25,10141.834,,,,,,,,,114184.8,1945617.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.75,N,N,Y,2023,2114570.57,2110774.534
1006047,IA,311221.0,"C,II","Other,Waste",2746519.158,2728848.3,7473.0,10197.858,,,,,,,,,6082.3,2745000.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.5,,,N,N,Y,2023,2754252.748,2338390.15
1010610,MO,311224.0,C,Other,40707.396,40665.2,19.25,22.946,,,,,,,,,,40707.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,41564.144,41564.844
1011855,OH,311224.0,C,Other,29827.488,29796.8,14.0,16.688,,,,,,,,,,29827.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,27869.194,27777.296
1000376,IL,311224.0,C,Other,112816.476,112700.3,53.0,63.176,,,,,,,,,,112816.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,95857.538,104084.408
1006080,TN,322110.0,C,Pulp and Paper,18139.632,18121.0,8.5,10.132,,,,,,,,,,18139.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,30243.836,26863.848
1000034,IA,311224.0,C,Other,108458.352,108015.5,167.5,275.352,,,,,,,,,,108458.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,147313.24,153766.68
1014236,NC,325199.0,C,Chemicals,82308.14,82223.2,38.75,46.19,,,,,,,,,,82308.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,65370.002,0.0
1011961,GA,311224.0,C,Other,62577.408,62511.6,29.75,36.058,,,,,,,,,,62577.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,61373.626,52420.728
1001991,MI,562212.0,HH,Waste,5171.25,0.0,5171.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171.25,,,,N,N,N,2023,8227.5,6576.25
1001633,AL,562212.0,HH,Waste,21816.75,0.0,21816.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21816.75,,,,N,N,N,2023,19703.25,141324.158
1001636,GA,562212.0,HH,Waste,46720.5,0.0,46720.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46720.5,,,,N,N,N,2023,26481.25,36718.25
1006790,AL,562212.0,HH,Waste,18145.0,0.0,18145.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18145.0,,,,N,N,N,2023,36608.25,151287.25
1002094,IL,562212.0,HH,Waste,3069.5,0.0,3069.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.5,,,,N,N,N,2023,3493.25,4266.75
1001845,WI,562212.0,"C,HH",Waste,22229.344,915.2,21313.25,0.894,,,,,,,,,,916.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21312.75,,,,N,N,N,2023,24192.496,20077.15
1003038,MO,562212.0,"C,HH",Waste,26771.15,59.9,26711.25,0.0,,,,,,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26711.25,,,,N,N,N,2023,30997.5,21802.698
1006979,MO,562212.0,HH,Waste,3571.0,0.0,3571.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571.0,,,,N,N,N,2023,11405.25,5362.25
1001637,IL,562212.0,"C,HH",Waste,129482.398,503.6,128978.5,0.298,,,,,,,,,,504.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128978.25,,,,N,N,N,2023,164238.398,192679.1
1006963,IL,562212.0,"C,HH",Waste,29066.948,692.4,28374.25,0.298,,,,,,,,,,692.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28374.0,,,,N,N,N,2023,42379.948,33001.6
1000627,VA,325211.0,C,Other,60212.47,60149.7,28.5,34.27,,,,,,,,,,60212.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,59228.576,57749.83
1000630,VA,325199.0,"C,G,PP","Chemicals,Suppliers of CO2",1227774.444,1227197.4,263.25,313.794,,,,,,,,,,559479.744,,,,668294.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,Y,2023,1206917.816,1181515.788
1005310,PR,221112.0,C,Power Plants,3170977.366,3148488.5,8224.5,14264.366,,,,,,,,,,3170977.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,3795966.434,3431800.86
1001444,CA,221112.0,"C,D",Power Plants,1519041.82,1517499.2,703.75,838.87,,,,,,,,,,5478.08,1513563.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,1512393.796,823899.996
1001447,CA,221112.0,"C,D",Power Plants,1275616.224,1274321.3,590.75,704.174,,,,,,,,,,5264.48,1270351.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,1501324.036,516763.936
1001450,CA,221112.0,D,Power Plants,268949.704,268676.8,124.5,148.404,,,,,,,,,,,268949.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,192627.088,239844.36
1001223,MD,221112.0,"C,D,PP","Power Plants,Suppliers of CO2",781434.252,775115.5,2303.5,4015.252,,,,,,,,,2668.7,182.4,781251.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,1411841.348,1117382.992
1003853,IL,324191.0,C,Petroleum and Natural Gas Systems,47111.772,47063.0,22.25,26.522,,,,,,,,,,47111.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,51908.304,50044.16
1007551,NY,221112.0,"C,D",Power Plants,5752.128,5746.1,2.75,3.278,,,,,,,,,,5752.128,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,6778.724,7329.672
1002069,IA,311224.0,C,Other,23461.812,23437.7,11.0,13.112,,,,,,,,,,23461.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,24670.108,25396.004
1006054,IA,311224.0,C,Other,70515.184,70442.3,33.25,39.634,,,,,,,,,,70515.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,74322.72,66086.452
1002408,IA,311224.0,C,Other,27848.296,27819.8,13.0,15.496,,,,,,,,,,27848.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,27003.348,27849.396
1002291,MN,311224.0,C,Other,38891.504,38851.5,18.25,21.754,,,,,,,,,,38891.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,36929.36,38906.004
1007333,KY,327211.0,"C,N",Minerals,90785.904,90650.0,62.0,73.904,,,,,,,,,,67.952,,,,,,,,,90717.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,88408.856,77596.454
1002067,NE,311224.0,C,Other,179938.462,178623.6,482.25,832.612,,,,,,,,,,179938.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,186097.972,184240.124
1005284,MN,325199.0,C,Chemicals,9.7,9.7,0.0,0.0,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,2211.992,5563.08
1002380,TX,325311.0,"C,G,PP","Chemicals,Suppliers of CO2",736027.596,735656.6,169.25,201.746,,,,,,,,,,359979.496,,,,376048.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N,2023,730767.124,955607.872
1004236,WA,325311.0,"C,U,V",Chemicals,13399.792,8748.8,1.0,4649.992,,,,,,,,,,1906.192,,,,,,,,,,,,,,,,6844.8,4648.8,,,,,,,,,,,,,,,,,,,,N,N,N,2023,186638.096,145127.444
1001919,IA,311119.0,C,Other,104072.908,103965.5,49.0,58.408,,,,,,,,,,104072.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,113044.424,111912.628
1006430,CA,325120.0,P,Chemicals,617757.2,617757.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,617757.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,532253.6,556606.1
1003724,TX,325120.0,P,Chemicals,342879.2,342879.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,342879.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,355697.4,367763.2
1002685,TX,211120.0,"C,W-OFFSH",Petroleum and Natural Gas Systems,180279.482,173241.5,6893.75,144.232,,,,,,,,,,165541.748,,,,,,,,,,,,,,,,,,14737.734,,,,,,,,,,,,,,,,,,,N,N,N,2023,235652.99,195340.752
1003730,TX,325120.0,"C,P",Chemicals,175600.3,175600.3,0.0,0.0,,,,,,,,,,163.2,,,,,,,,,,,175437.1,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,198256.4,203358.2
1003780,TX,325120.0,C,Chemicals,2422.64,2419.9,1.25,1.49,,,,,,,,,,2422.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,3369.488,4217.184
1003910,TX,325120.0,P,Chemicals,481525.0,481525.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,481525.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,452437.0,398199.2
1006115,LA,325120.0,C,Chemicals,370412.856,370030.9,174.25,207.706,,,,,,,,,,370412.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,332633.148,349268.836
1003591,LA,221330.0,C,Power Plants,130129.516,129922.0,83.25,124.266,,,,,,,,,14242.0,130129.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,214522.956,113676.428
1003748,CA,325120.0,P,Chemicals,821122.3,821122.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,821122.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,815291.7,881232.4
1003013,LA,325120.0,P,Chemicals,794369.0,794369.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,794369.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,803093.0,642856.6
1002698,LA,325120.0,"P,PP","Chemicals,Suppliers of CO2",55611.0,55611.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,55611.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,2023,34010.0,56325.0
1003009,LA,325120.0,P,Chemicals,261745.3,261745.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,261745.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,71084.9,199762.0
1002121,CA,325120.0,P,Chemicals,609352.7,609352.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,609352.7,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,664568.2,526494.9
1002122,CA,325120.0,P,Chemicals,34812.086,34787.4,0.25,24.436,,,,,,,,,,,,,,,,,,,,,34812.086,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,0.0,87288.672
1005809,KY,325120.0,P,Chemicals,147005.5,147005.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,147005.5,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,125558.9,123064.7
1002727,LA,325120.0,P,Chemicals,987351.2,987351.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,987351.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,802345.1,790406.7
1002123,CA,325120.0,P,Chemicals,43250.3,43250.3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,43250.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,47413.7,48575.2
1002430,TX,325120.0,C,Chemicals,56938.584,56879.4,27.0,32.184,,,,,,,,,,56938.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,93463.848,109271.936
1002257,CA,325120.0,P,Chemicals,657457.5,657457.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,657457.5,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,711592.7,507837.8
1014807,TX,325311.0,P,Chemicals,41289.1,41289.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,41289.1,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,0.0,0.0
1002435,CA,325120.0,P,Chemicals,827473.79,826742.0,216.25,515.54,,,,,,,,,,,,,,,,,,,,,827473.79,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,688241.452,705789.35
1006088,OH,562212.0,HH,Waste,1532.75,0.0,1532.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.75,,,,N,N,N,2023,2276.25,3682.25
1005149,MN,325193.0,C,Other,193607.42,193407.4,91.25,108.77,,,,,,,,,,193607.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,187876.792,162045.388
1000129,GA,221112.0,D,Power Plants,66585.804,66518.4,30.75,36.654,,,,,,,,,,,66585.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,96514.892,23939.208
1007917,AL,322110.0,"AA,C,TT","Pulp and Paper,Waste",378849.678,268978.6,103989.75,5881.328,,,,,,,,,2128098.7,128958.93,,,,,,,,,,,,,,,,,,,,,,,,,,,147583.998,,,,,,,,,102306.75,N,N,N,2023,346849.204,314977.706
1007272,GA,314110.0,C,Other,35442.616,35405.9,16.75,19.966,,,,,,,,,,35442.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,46380.724,45423.68
1006276,NY,562212.0,HH,Waste,42754.75,0.0,42754.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42754.75,,,,N,N,N,2023,59193.75,67261.5
1003402,TX,325199.0,C,Chemicals,43255.924,43208.7,21.0,26.224,,,,,,,,,,43255.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,45836.664,46683.212
1004307,AR,325180.0,C,Chemicals,73523.124,73447.5,34.5,41.124,,,,,,,,,,73523.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,77505.208,80774.496
1001877,IN,331313.0,"C,D,F","Metals,Power Plants",4867518.536,4784116.4,1247.25,23509.22,,58645.666,,,,,,,,32922.276,4610374.694,,224221.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,5724447.309,5963440.226
1003562,WA,331313.0,"C,F,TT","Metals,Waste",8533.446,943.1,7589.75,0.596,,,,,,,,,,944.196,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7589.25,N,N,N,2023,9410.746,595364.455
1003147,TN,562212.0,HH,Waste,91614.5,0.0,91614.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91614.5,,,,N,N,N,2023,84858.25,68070.5
1004335,CA,562212.0,HH,Waste,39544.0,0.0,39544.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39544.0,,,,N,N,N,2023,47082.25,43657.25
1005862,WV,336415.0,C,Other,23245.064,23221.5,10.75,12.814,,,,,,,,,,23245.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,22628.068,26484.0
1007192,KS,562212.0,"C,HH",Waste,65881.834,58.7,65783.5,39.634,,,,,,,,,3468.5,105.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65776.75,,,,N,N,N,2023,67902.488,68215.896
