Facility Id,State,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting_Year,2021 Total reported direct emissions,2020 Total reported direct emissions
1002060,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,38658.334,30741.8,7899.25,17.284,,,,,,,,,,30764.484,,,,,,,,,,,,,,,,,,,,7893.85,,,,,,,,,,,,,,,,,N,N,N,2023,40280.072,44992.864
1002116,CO,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,48644.374,46939.4,1678.75,26.224,,,,,,,,,,46985.724,,,,,,,,,,,,,,,,,,,,1658.65,,,,,,,,,,,,,,,,,N,N,N,2023,52418.756,41815.098
1008460,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,112230.998,106394.1,5777.0,59.898,,,,,,,,,,106497.548,,,,,,,,,,,,,,,,,,,,5733.45,,,,,,,,,,,,,,,,,N,N,N,2023,75194.49,90708.58
1001981,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,155359.618,141334.1,13946.25,79.268,,,,,,,,,,141463.768,,,,,,,,,,,,,,,,,,,,13895.85,,,,,,,,,,,,,,,,,N,N,N,2023,145422.224,134609.422
1010558,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,98151.882,97372.8,724.25,54.832,,,,,,,,,,97472.832,,,,,,,,,,,,,,,,,,,,679.05,,,,,,,,,,,,,,,,,N,N,N,2023,102802.016,42752.594
1001988,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,61724.884,57271.2,4421.5,32.184,,,,,,,,,,57325.284,,,,,,,,,,,,,,,,,,,,4399.6,,,,,,,,,,,,,,,,,N,N,N,2023,60418.19,59940.69
1001990,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,46085.716,35461.5,10604.25,19.966,,,,,,,,,,35486.016,,,,,,,,,,,,,,,,,,,,10599.7,,,,,,,,,,,,,,,,,N,N,N,2023,45250.912,24321.838
1008240,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,75727.264,35874.5,39832.5,20.264,,,,,,,,,,35865.864,,,,,,,,,,,,,,,,,,,,39861.4,,,,,,,,,,,,,,,,,N,N,N,2023,40002.436,56003.738
1008368,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,9175.97,7789.0,1382.5,4.47,,,,,,,,,,7795.62,,,,,,,,,,,,,,,,,,,,1380.35,,,,,,,,,,,,,,,,,N,N,N,2023,23883.474,3482.094
1012153,TX,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,39631.056,38315.6,1294.0,21.456,,,,,,,,,,38353.556,,,,,,,,,,,,,,,,,,,,1277.5,,,,,,,,,,,,,,,,,N,N,N,2023,26887.35,21616.67
1011020,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,41795.308,37450.4,4323.75,21.158,,,,,,,,,,37484.308,,,,,,,,,,,,,,,,,,,,4311.0,,,,,,,,,,,,,,,,,N,N,N,2023,31414.792,31843.292
1001982,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,37477.03,31904.9,5554.25,17.88,,,,,,,,,,31931.38,,,,,,,,,,,,,,,,,,,,5545.65,,,,,,,,,,,,,,,,,N,N,N,2023,13144.264,10986.868
1009901,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,110504.9,106060.3,4385.0,59.6,,,,,,,,,,106164.8,,,,,,,,,,,,,,,,,,,,4340.1,,,,,,,,,,,,,,,,,N,N,N,2023,83438.156,72713.81
1009331,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,13523.322,7245.4,6273.75,4.172,,,,,,,,,,7245.772,,,,,,,,,,,,,,,,,,,,6277.55,,,,,,,,,,,,,,,,,N,N,N,2023,21035.212,18021.656
1013550,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,29822.144,28243.1,1563.25,15.794,,,,,,,,,,28270.344,,,,,,,,,,,,,,,,,,,,1551.8,,,,,,,,,,,,,,,,,N,N,N,2023,23698.514,27255.652
1001622,NV,212390.0,C,Other,30567.384,30535.6,14.5,17.284,,,,,,,,,,30567.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,38655.404,35348.216
1001623,OR,212390.0,"C,U",Other,33339.884,33308.1,14.5,17.284,,,,,,,,,,30720.184,,,,,,,,,,,,,,,,2619.7,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,32727.688,28373.344
1010559,NM,486210.0,"C,W-PROC,W-UNSTG",Petroleum and Natural Gas Systems,31323.298,13641.8,17673.75,7.748,,,,,,,,,,13555.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,17994.506,23546.698
1010477,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,105881.066,102095.1,3728.75,57.216,,,,,,,,,,102196.016,,,,,,,,,,,,,,,,,,,,3685.05,,,,,,,,,,,,,,,,,N,N,N,2023,89456.142,112278.654
1013549,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,34680.378,32269.2,2393.0,18.178,,,,,,,,,,32299.828,,,,,,,,,,,,,,,,,,,,2380.55,,,,,,,,,,,,,,,,,N,N,N,2023,12390.462,15577.942
1002118,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,49001.028,45613.9,3361.5,25.628,,,,,,,,,,45657.128,,,,,,,,,,,,,,,,,,,,3343.9,,,,,,,,,,,,,,,,,N,N,N,2023,45892.436,58899.19
1013562,NM,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,25997.532,18037.4,7950.0,10.132,,,,,,,,,,18046.832,,,,,,,,,,,,,,,,,,,,7950.7,,,,,,,,,,,,,,,,,N,N,N,2023,26691.376,26259.018
1011002,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,33750.428,32452.5,1279.75,18.178,,,,,,,,,,32484.428,,,,,,,,,,,,,,,,,,,,1266.0,,,,,,,,,,,,,,,,,N,N,N,2023,25563.408,40918.052
1011001,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,38390.008,37657.6,711.25,21.158,,,,,,,,,,37695.708,,,,,,,,,,,,,,,,,,,,694.3,,,,,,,,,,,,,,,,,N,N,N,2023,28474.596,42855.192
1011379,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,47304.484,44292.0,2987.75,24.734,,,,,,,,,,44334.084,,,,,,,,,,,,,,,,,,,,2970.4,,,,,,,,,,,,,,,,,N,N,N,2023,11639.616,28586.014
1001986,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,32553.836,30268.6,2268.25,16.986,,,,,,,,,,30297.236,,,,,,,,,,,,,,,,,,,,2256.6,,,,,,,,,,,,,,,,,N,N,N,2023,40196.008,42790.198
1001997,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,13218.26,10624.8,2587.5,5.96,,,,,,,,,,10632.76,,,,,,,,,,,,,,,,,,,,2585.5,,,,,,,,,,,,,,,,,N,N,N,2023,27364.306,23975.126
1001996,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,97539.764,75919.9,21577.25,42.614,,,,,,,,,,75973.364,,,,,,,,,,,,,,,,,,,,21566.4,,,,,,,,,,,,,,,,,N,N,N,2023,91709.476,84668.0
1002117,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,38481.726,33047.5,5415.75,18.476,,,,,,,,,,33075.276,,,,,,,,,,,,,,,,,,,,5406.45,,,,,,,,,,,,,,,,,N,N,N,2023,56283.118,38100.538
1008239,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,44446.638,43085.0,1337.5,24.138,,,,,,,,,,43127.888,,,,,,,,,,,,,,,,,,,,1318.75,,,,,,,,,,,,,,,,,N,N,N,2023,44663.134,46173.58
1002196,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,34848.836,30169.6,4662.25,16.986,,,,,,,,,,30195.436,,,,,,,,,,,,,,,,,,,,4653.4,,,,,,,,,,,,,,,,,N,N,N,2023,33495.684,33845.782
1007437,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,86047.142,81544.0,4457.25,45.892,,,,,,,,,,81623.292,,,,,,,,,,,,,,,,,,,,4423.85,,,,,,,,,,,,,,,,,N,N,N,2023,90830.134,68908.812
1011003,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,68394.61,63821.1,4537.75,35.76,,,,,,,,,,63881.66,,,,,,,,,,,,,,,,,,,,4512.95,,,,,,,,,,,,,,,,,N,N,N,2023,41293.0,37937.714
1002064,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,91295.702,66086.0,25172.75,36.952,,,,,,,,,,66124.852,,,,,,,,,,,,,,,,,,,,25170.85,,,,,,,,,,,,,,,,,N,N,N,2023,97780.064,94444.886
1012916,AZ,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,32653.038,29510.1,3126.25,16.688,,,,,,,,,,29537.188,,,,,,,,,,,,,,,,,,,,3115.85,,,,,,,,,,,,,,,,,N,N,N,2023,26191.41,31695.736
1013962,TX,211130.0,C,Petroleum and Natural Gas Systems,24747.008,24721.8,11.5,13.708,,,,,,,,,,24747.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,24586.656,27727.496
1003622,KY,562212.0,"C,HH",Waste,11126.35,1.6,11124.75,0.0,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11124.75,,,,N,N,N,2023,12070.7,11394.55
1002758,TX,325110.0,"C,X",Chemicals,1315541.208,1307329.9,3370.0,4841.308,,,,,,,,,,1206498.312,,,,,,,,,,,,,,,,,,,,,,,,109042.896,,,,,,,,,,,,,N,N,N,2023,1217459.414,1270107.628
1006656,TX,325199.0,"C,PP,X","Chemicals,Suppliers of CO2",46137.332,46118.7,8.5,10.132,,,,,,,,,,17917.032,,,,,,,,,,,,,,,,,,,,,,,,28220.3,,,,,,,,,,,,,N,N,N,2023,25288.1,21943.16
1002927,IA,325199.0,"C,X",Chemicals,502997.596,497452.9,3137.75,2406.946,,,,,,,,,,477384.364,,,,,,,,,,,,,,,,,,,,,,,,25613.232,,,,,,,,,,,,,N,N,N,2023,500824.558,524277.08
1000342,IL,325110.0,"C,X",Chemicals,268439.87,265316.1,1785.75,1338.02,,,,,,,,,,242211.368,,,,,,,,,,,,,,,,,,,,,,,,26228.502,,,,,,,,,,,,,N,N,N,2023,334140.924,340800.146
1006120,TX,325211.0,C,Other,35528.368,35492.2,16.5,19.668,,,,,,,,,,35528.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,34308.32,36953.86
1004880,TX,325110.0,"C,X",Chemicals,1311004.218,1295847.7,9787.75,5368.768,,,,,,,,,,1202284.834,,,,,,,,,,,,,,,,,,,,,,,,108719.384,,,,,,,,,,,,,N,N,N,2023,1195448.642,1250564.728
1007164,TN,325180.0,C,Chemicals,43832.982,43752.6,33.0,47.382,,,,,,,,,,43832.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,47088.308,24434.922
1004376,OH,331110.0,"C,K",Metals,138045.842,138031.2,6.0,8.642,,,,,,,,,,10792.142,,,,,,,127253.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,195515.338,170561.088
1013164,WI,325180.0,C,Chemicals,22426.468,22404.0,10.25,12.218,,,,,,,,,,22426.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,25872.204,23954.608
1008014,MS,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",177090.07,175167.7,1791.25,131.12,,,,,,,,,,120522.35,,,,,,,,,,,38305.1,,,,,,,,,,,,,,18262.62,,,,,,,,,,,,N,N,N,2023,239533.664,268141.104
1007882,WV,324110.0,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",183989.766,183044.2,605.25,340.316,,,,,,,,,,178085.478,,,,,,,,,,,4894.3,,,,,,,,,,,,,,1009.988,,,,,,,,,,,,N,N,N,2023,200109.68,223452.168
1006103,OH,562212.0,HH,Waste,95418.0,0.0,95418.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95418.0,,,,N,N,N,2023,131721.25,136067.0
1005037,MA,322120.0,C,Pulp and Paper,34874.012,34836.7,16.75,20.562,,,,,,,,,,34874.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,32930.57,32661.174
1004216,NJ,562213.0,C,Waste,402308.258,384141.1,7082.75,11084.408,,,,,,,,,469505.9,402308.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,359025.548,359022.444
1004500,AL,322120.0,C,Pulp and Paper,67703.146,67633.3,32.0,37.846,,,,,,,,,,67703.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,67358.496,64517.358
1004256,GA,562212.0,HH,Waste,81881.0,0.0,81881.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81881.0,,,,N,N,N,2023,103545.75,124334.0
1005779,LA,211130.0,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",185976.928,184387.3,1489.5,100.128,,,,,,,,,,165194.528,,,,,,,,,,,,,,,,,,,20782.4,,,,,,,,,,,,,,,,,,N,N,N,2023,201817.27,192886.464
1007987,PA,562212.0,"C,HH",Waste,6853.548,181.5,6671.75,0.298,,,,,,,,,,182.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6671.5,,,,N,N,N,2023,8478.048,7963.048
1003501,AR,322120.0,"AA,C,TT","Pulp and Paper,Waste",203686.712,191468.5,8532.25,3685.962,,,,,,,,,1084185.5,103497.504,,,,,,,,,,,,,,,,,,,,,,,,,,,92694.958,,,,,,,,,7494.25,N,N,N,2023,211440.986,187516.45
1007723,OH,562212.0,"C,HH",Waste,33635.04,2815.3,30818.25,1.49,,,,,,,,,,2818.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30817.0,,,,N,N,N,2023,40706.79,35875.24
1000297,PA,325180.0,C,Chemicals,26111.9,26084.5,12.5,14.9,,,,,,,,,,26111.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,29087.188,25972.8
1007041,AL,325199.0,C,Chemicals,135165.64,135025.9,63.75,75.99,,,,,,,,,,135165.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,158915.552,158429.504
1005340,TN,325180.0,C,Chemicals,54416.096,54360.2,25.5,30.396,,,,,,,,,,54416.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,52773.15,50513.16
1005465,IL,325199.0,"C,P",Chemicals,73207.068,73143.5,29.0,34.568,,,,,,,,,,62127.868,,,,,,,,,,,11079.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,78918.248,76870.356
1004833,IN,325411.0,C,Chemicals,75021.268,74944.0,35.25,42.018,,,,,,,,,,75021.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,72445.228,71194.532
1004596,LA,325199.0,C,Chemicals,40426.648,40385.0,19.0,22.648,,,,,,,,,,40426.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,40139.648,43376.936
1000704,NC,325199.0,C,Chemicals,36504.464,36467.2,17.0,20.264,,,,,,,,,,36504.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,31997.98,32432.928
1007643,LA,324110.0,"C,MM-REF,X,Y","Chemicals,Petroleum Product Suppliers,Refineries",5914861.886,5883262.2,17159.5,14440.186,,,,,,,,,,4243920.538,,,,,,,,,,,,,,,,,,,,,,,,41557.478,1629383.87,,,,,,,,,,,,N,N,N,2023,6286603.37,5531180.836
1007542,TX,324110.0,"C,MM-REF,X,Y","Chemicals,Petroleum Product Suppliers,Refineries",12693546.686,12621516.0,39859.5,32171.186,,,,,,,,,,10847076.666,,,,,,,,,,,,,,,,,,,,,,,,66072.84,1780397.18,,,,,,,,,,,,N,N,N,2023,11811120.556,11308233.058
1003484,LA,325211.0,C,Other,74312.72,74236.0,35.0,41.72,,,,,,,,,,74312.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,88587.516,79592.0
1006801,LA,325211.0,C,Other,135042.782,134795.1,96.0,151.682,,,,,,,,,21081.2,135042.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,93652.962,106430.314
1006274,TX,325211.0,C,Other,93204.2,93108.3,43.75,52.15,,,,,,,,,,93204.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,83102.788,80722.396
1006068,IL,324110.0,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2601421.15,2587368.2,7154.25,6898.7,,,,,,,,,,1481960.962,,,,,,,,,,,,,,,,,,,,,,,,,1119460.188,,,,,,,,,,,,N,N,N,2023,2318670.42,2505874.206
1010341,WV,212115.0,FF,Other,12355.5,0.0,12355.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12355.5,,,,,,N,N,N,2023,34170.0,36727.75
1000254,WV,325180.0,C,Chemicals,598986.364,598373.7,279.5,333.164,,,,,,,,,,598986.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,663207.624,633313.088
1001248,NJ,221112.0,D,Power Plants,110343.238,110230.6,51.25,61.388,,,,,,,,,,,110343.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,88058.724,239492.612
1011681,CO,221117.0,C,Power Plants,1287.756,1.3,184.75,1101.706,,,,,,,,,96323.2,1287.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,1344.684,1320.68
1013695,AK,928110.0,C,Other,30950.386,30841.8,32.0,76.586,,,,,,,,,,30950.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,30453.194,31985.67
1001570,IA,221112.0,"C,D",Power Plants,6000.928,5994.9,2.75,3.278,,,,,,,,,,5.4,5995.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,11642.786,18331.98
1002779,LA,211120.0,C,Petroleum and Natural Gas Systems,32124.08,32091.2,15.0,17.88,,,,,,,,,,32124.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,20229.724,37872.154
1001006,KY,221112.0,D,Power Plants,2494124.24,2474140.3,7310.0,12673.94,,,,,,,,,,,2494124.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2023,2708305.736,2496701.152
1005502,IL,325311.0,"C,G,PP,V","Chemicals,Suppliers of CO2",807616.216,737494.1,131.75,69990.366,,,,,,,,,,280323.996,,,,457458.9,,,,,,,,,,,,,69833.32,,,,,,,,,,,,,,,,,,,,Y,Y,N,2023,760206.164,841698.98
1011464,CO,562212.0,"C,HH",Waste,41067.95,3.7,41064.25,0.0,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41064.25,,,,N,N,N,2023,53030.0,48064.5
1000761,NY,221330.0,"C,D",Power Plants,1995500.784,1993489.5,913.75,1097.534,,,,,,,,,,31984.426,1963516.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,2055130.908,2012289.506
1009679,LA,211120.0,"C,W-OFFSH",Petroleum and Natural Gas Systems,16571.704,11724.6,4840.25,6.854,,,,,,,,,,11736.354,,,,,,,,,,,,,,,,,,4835.35,,,,,,,,,,,,,,,,,,,N,N,N,2023,8387.074,11046.154
1010118,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,116052.004,114283.9,1724.0,44.104,,,,,,,,,,76354.312,,,,,,,,,,,,,,,,,,,39697.692,,,,,,,,,,,,,,,,,,N,N,N,2023,72034.266,123490.352
1012675,TX,211130.0,"C,W-PROC",Petroleum and Natural Gas Systems,173705.74863808,168071.84536,5543.6858015,90.21747658,,,,,,,,,,146460.45263808,,,,,,,,,,,,,,,,,,,27245.296,,,,,,,,,,,,,,,,,,N,N,N,2023,134410.81,156099.528
1014565,LA,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,69218.04,68819.3,360.0,38.74,,,,,,,,,,68890.14,,,,,,,,,,,,,,,,,,,,327.9,,,,,,,,,,,,,,,,,N,N,N,2023,0.0,0.0
1013403,NY,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,22949.37,21332.2,1605.25,11.92,,,,,,,,,,21352.32,,,,,,,,,,,,,,,,,,,,1597.05,,,,,,,,,,,,,,,,,N,N,N,2023,17779.594,25784.798
1012961,OH,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,20879.074,20572.0,295.75,11.324,,,,,,,,,,20592.524,,,,,,,,,,,,,,,,,,,,286.55,,,,,,,,,,,,,,,,,N,N,N,2023,28059.048,18243.984
1011173,PA,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,31609.532,31399.7,192.25,17.582,,,,,,,,,,31431.832,,,,,,,,,,,,,,,,,,,,177.7,,,,,,,,,,,,,,,,,N,N,N,2023,29425.39,28891.742
1011881,PA,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,52088.17,48332.1,3729.25,26.82,,,,,,,,,,48377.12,,,,,,,,,,,,,,,,,,,,3711.05,,,,,,,,,,,,,,,,,N,N,N,2023,57318.934,55858.426
1003443,PA,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,19522.236,17233.7,2279.0,9.536,,,,,,,,,,17248.636,,,,,,,,,,,,,,,,,,,,2273.6,,,,,,,,,,,,,,,,,N,N,N,2023,27342.958,25239.468
1003537,OH,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,26596.352,25542.0,1039.75,14.602,,,,,,,,,,25567.652,,,,,,,,,,,,,,,,,,,,1028.7,,,,,,,,,,,,,,,,,N,N,N,2023,28814.098,18894.886
1004160,OH,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,18805.332,17963.2,832.0,10.132,,,,,,,,,,17980.932,,,,,,,,,,,,,,,,,,,,824.4,,,,,,,,,,,,,,,,,N,N,N,2023,19935.078,26091.018
1012971,WV,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,42583.09,42301.5,257.75,23.84,,,,,,,,,,42345.04,,,,,,,,,,,,,,,,,,,,238.05,,,,,,,,,,,,,,,,,N,N,N,2023,39981.65,43472.938
1003541,OH,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,27876.9,26730.5,1131.5,14.9,,,,,,,,,,26756.6,,,,,,,,,,,,,,,,,,,,1120.3,,,,,,,,,,,,,,,,,N,N,N,2023,30399.4,31526.238
1011174,VA,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,27287.302,26177.7,1095.0,14.602,,,,,,,,,,26203.352,,,,,,,,,,,,,,,,,,,,1083.95,,,,,,,,,,,,,,,,,N,N,N,2023,20928.384,26262.712
1012944,OH,221210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,31016.088,29759.9,1239.5,16.688,,,,,,,,,,29789.188,,,,,,,,,,,,,,,,,,,,1226.9,,,,,,,,,,,,,,,,,N,N,N,2023,28288.398,19604.884
1003629,PA,486210.0,"C,W-UNSTG",Petroleum and Natural Gas Systems,28423.906,25076.9,3333.0,14.006,,,,,,,,,,25098.856,,,,,,,,,,,,,,,,,,,,,3325.05,,,,,,,,,,,,,,,,N,N,N,2023,27854.954,29037.804
1003512,PA,486210.0,"C,W-NGTC,W-UNSTG",Petroleum and Natural Gas Systems,33763.778,31888.1,1857.5,18.178,,,,,,,,,,31919.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,39684.51,35617.876
1003535,WV,211130.0,"C,NN-FRAC,W-PROC,W-NGTC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",11953.658,10919.9,1027.5,6.258,,,,,,,,,,10889.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,61707.022,16547.45
1003455,PA,486210.0,"C,W-NGTC,W-UNSTG",Petroleum and Natural Gas Systems,137147.764,129065.6,8009.75,72.414,,,,,,,,,,129189.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,140139.344,118985.494
1003462,WV,486210.0,"C,W-PROC,W-UNSTG",Petroleum and Natural Gas Systems,42007.298,40260.9,1723.75,22.648,,,,,,,,,,40298.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,26510.818,28643.568
1003531,PA,486210.0,"C,W-NGTC,W-UNSTG",Petroleum and Natural Gas Systems,40436.066,35645.6,4770.5,19.966,,,,,,,,,,35676.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2023,41807.514,36047.34
1014822,MD,221210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,32404.148,26958.2,5430.75,15.198,,,,,,,,,,26979.948,,,,,,,,,,,,,,,,,,,,5424.2,,,,,,,,,,,,,,,,,N,N,N,2023,0.0,0.0
1003433,OH,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,28932.794,28462.0,455.0,15.794,,,,,,,,,,28490.544,,,,,,,,,,,,,,,,,,,,442.25,,,,,,,,,,,,,,,,,N,N,N,2023,27473.9,23007.218
1004319,PA,486210.0,"C,W-NGTC",Petroleum and Natural Gas Systems,27797.65,26911.0,871.75,14.9,,,,,,,,,,26937.4,,,,,,,,,,,,,,,,,,,,860.25,,,,,,,,,,,,,,,,,N,N,N,2023,0.0,0.0
